Country Name,Country Code,FLF,WRB,ARF,GDE,BSS,UET,GEE,GDP,GFC,IVA,GEI,CDA
Spain,ESP,46.3435168104463,1,8.678000000000001,4.22764015197754,100,19.6299991607666,9.961039543151861,3.03130132981933,19.0582130288013,-3.16455696202532,350,100
Sri Lanka,LKA,34.2719968964512,1,14.8258,3.44919991493225,91.92107978,4.23999977111816,17.728759765625,4.48663453096836,8.4589737355801,2.84945660798411,690,100
St. Kitts and Nevis,KNA,..,1,..,..,..,..,..,13.394861311528,..,11.3537127000925,180,100
St. Lucia,LCA,47.0637946432859,1,41.2616,5.20828008651733,84.26785506,19.6490001678467,21.975700378418,3.6463151711385,..,5.90378228969617,29770,100
St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,2.97961942385518,64180,100
St. Vincent and the Grenadines,VCT,41.0955744046563,1,50.1176,5.73339986801147,..,19.1100006103516,20.1484107971191,1.89858763602686,..,1.68173261656202,690,100
Sudan,SDN,29.9174939219061,1,67.196,..,24.2340969,17.5200004577637,..,3.46764218409288,20.734675637547,4.58047867899678,7640,100
Suriname,SUR,38.1132075471698,1,46.6832,5.980299949646,77.00295388000001,7.92000007629395,16.0754203796387,-4.91578646874108,..,3.70060915269551,63960,100
Sweden,SWE,47.6562854017103,1,5.2738,7.61861991882324,99.65000000000001,6.98999977111816,15.6189098358154,2.07059315052096,26.3653867889036,..,..,..
Switzerland,CHE,46.5889579735835,1,3.0918,4.92645978927612,99.89378154000001,4.92000007629395,15.3612403869629,2.04518646926613,11.3750922136281,..,27070,100
Syrian Arab Republic,SYR,16.3722503735639,1,39.5312,..,89.08702906000001,8.72500038146973,..,-5.63043804992256,16.7590078269588,3.04327392792455,35290,69.0629628398118
Tajikistan,TJK,37.9245199098526,1,36.9168,5.76367998123169,96.3370219,6.90000009536743,17.0383605957031,6.89999961998744,11.7568255694895,0.44947315357345,501550,100
Tanzania,TZA,48.2068518790691,1,116.5946,4.10197019577026,20.36804996,2.15799999237061,..,6.86711619644551,9.066505964335409,..,109010,100
Thailand,THA,45.6441866657949,1,51.7934,3.63752007484436,97.64488525,0.689999997615814,17.3190498352051,3.43515771692182,16.8651827576018,..,58440,100
Timor-Leste,TLS,45.6015803693027,1,45.6234,8.07843017578125,44.46532822,4.65999984741211,7.24691009521484,3.38530654893876,55.2659927172754,0.462180234764787,49520,3.59570267696731
Togo,TGO,47.8451084967745,1,89.6202,3.68649005889893,7.081285461,2.96600008010864,15.9913101196289,5.55907930535146,13.8250028886137,4.41709605371321,48190,49.3394536369063
Tonga,TON,41.1341393206678,1,15.05,..,92.23819227,2.56900000572205,..,6.57100050107448,20.4249584946181,4.52061599602582,4060,100
Trinidad and Tobago,TTO,42.5320891167863,1,31.033,3.97192001342773,..,3.21000003814697,10.4340600967407,-5.60181813910879,..,2.25753237926006,395180,100
Tunisia,TUN,27.8098738454339,1,7.6404,7.32434988021851,85.67877780000001,15.5600004196167,..,1.11742585685852,18.6179509682447,10.8166239637502,104660,100
Turkey,TUR,32.2563429755752,1,26.927,..,91.25924311,10.8400001525879,..,3.32308420845746,14.7332129738232,..,13650,100
Turkmenistan,TKM,39.6355097655403,..,24.8254,..,98.86276886,4.16900014877319,..,6.1999999664301,7.38034488478826,17.1624936093656,6770,100
Turks and Caicos Islands,TCA,..,..,..,3.06549000740051,..,..,11.8375597000122,7.25118627570257,..,15.345429314043,8240,100
Tuvalu,TUV,..,..,..,..,81.75207254999999,..,..,3.03472315323769,..,7.40804007631186,310,99.8064169673664
Uganda,UGA,49.113815755137,1,110.5312,2.14710998535156,16.6454222,1.91999995708466,11.7420501708984,4.78100029144677,7.35194684354794,-2.41203750378062,22840,100
Ukraine,UKR,47.2748715652901,1,24.6626,5.00977993011475,96.76590581000001,9.35000038146973,12.3531198501587,2.4409819445784,18.602043207607,0.406255165730201,39730,100
United Arab Emirates,ARE,16.7724967981779,1,28.2274,..,..,1.63999998569489,..,2.98421609131721,12.5265106295682,..,125940,100
United Kingdom,GBR,46.5359043735457,1,13.5472,5.41894006729126,99.47477431999999,4.80999994277954,13.4486398696899,2.26346353784494,18.9740052503226,4.00966907815894,460820,100
United States,USA,45.870842092589,1,20.615,..,99.32305024,4.86999988555908,..,1.71142677366849,14.2069738445863,..,30,..
Uruguay,URY,45.4112904699679,1,55.3776,4.38085985183716,95.46455997,7.84000015258789,14.7141799926758,1.68979816429228,..,3.66693815998661,290100,100
Uzbekistan,UZB,40.4010891205365,1,16.7226,5.66772985458374,100,5.19999980926514,23.0903301239014,5.93215079992144,14.1399705792795,3.01079236027968,52850,100
Vanuatu,VUT,43.5671433612852,1,42.4934,..,49.21087695,1.77600002288818,..,4.68867782300617,14.8960534548502,0.7255792032851081,37050,22.3952430687433
"Venezuela, RB",VEN,39.2367643046172,1,85.8336,1.190230011940,..,5.32000017166138,16.1861991882324,..,..,6.67994257081332,230900,100
Vietnam,VNM,47.7870941921767,1,29.0386,4.34481000900269,76.73335264000001,1.85000002384186,15.6049003601074,6.21081166789992,6.50951322230299,0.395517468688197,860,99.99999998851879
Virgin Islands (U.S.),VIR,49.0781252985346,..,43.067,..,..,12.6770000457764,..,1.6008537886873,27.5934702474987,..,257600,99.9330785885339
West Bank and Gaza,PSE,19.4504753345768,1,57.156,4.98296022415161,95.40320647999999,23.9400005340576,16.9212608337402,8.86461881995935,23.5326573798798,11.9000388602207,341580,100
"Yemen, Rep.",YEM,7.98555964968537,1,61.816,..,36.70478083,13.4329996109009,..,-9.37512381761694,..,..,22740,100
Zambia,ZMB,48.0398730949696,1,85.97280000000001,3.74792003631592,21.23282753,10.8719997406006,15.4029703140259,3.77667914626731,16.0718741959666,1.92170663681701,39100,100
Zimbabwe,ZWE,50.9401835694417,1,105.8182,5.47262001037598,32.8325594,4.78800010681152,23.5270805358887,0.755869250930601,18.1239376171842,0.555004759101436,29120,100
